;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente
2347;CLI2349;1;57;0;0;2;4;1;44213;25;1.561;30;0;259
2348;CLI2350;1;55;0;0;1;1;1;30312;29;1.346;30;0;343
2349;CLI2351;0;56;0;0;1;1;1;89742;38;0.642;50;0;380
2350;CLI2352;1;55;0;0;2;3;1;42513;6;1.482;30;0;140
2351;CLI2353;1;58;2;0;0;5;1;107857;4;1.541;30;0;327
2352;CLI2354;1;44;2;0;1;4;1;92809;26;1.813;30;0;370
2353;CLI2355;0;95;8;0;1;1;0;69862;18;1.697;30;0;258
2354;CLI2356;0;29;3;2;1;3;3;24452;34;2.237;30;0;267
2355;CLI2357;1;35;7;1;1;4;3;22417;37;1.169;30;0;399
2356;CLI2358;0;24;3;2;1;3;2;22809;22;3.03;30;0;493
2357;CLI2359;0;40;0;1;2;4;3;92391;45;1.261;30;1;374
2358;CLI2360;0;68;0;0;2;3;1;87363;15;1.502;80;1;152
2359;CLI2361;0;76;5;0;1;1;1;112078;18;0.955;120;1;172
2360;CLI2362;0;43;7;0;1;2;3;84092;20;0.709;50;1;336
2361;CLI2363;0;89;5;0;0;2;0;122041;8;0.915;120;1;361
2362;CLI2364;0;31;3;2;1;2;3;27344;49;0.962;30;0;175
2363;CLI2365;1;31;3;2;1;5;3;27296;44;0.962;30;0;122
2364;CLI2366;1;57;7;0;1;5;1;64637;48;1.267;30;1;283
2365;CLI2367;0;44;0;0;2;5;1;123189;13;1.997;200;0;96
2366;CLI2368;1;75;8;0;1;1;1;101103;14;1.326;50;0;526
2367;CLI2369;0;41;0;1;2;2;3;106792;24;1.192;120;1;176
2368;CLI2370;1;29;6;2;1;5;3;27532;31;1.65;30;0;555
2369;CLI2371;0;34;1;1;1;1;3;26538;31;1.238;30;1;172
2370;CLI2372;0;75;8;0;1;2;1;109062;5;1.697;50;0;466
2371;CLI2373;1;46;0;0;2;3;1;109368;35;1.033;80;0;393
2372;CLI2374;0;62;0;0;2;6;1;39363;5;1.561;30;0;256
2373;CLI2375;1;41;7;1;1;2;3;40142;49;1.675;30;0;544
2374;CLI2376;1;64;0;0;1;1;1;53727;32;1.365;50;0;49
2375;CLI2377;1;36;0;1;1;1;3;18719;40;1.514;30;0;526
2376;CLI2378;0;34;1;1;1;1;3;28542;22;0.801;30;1;263
2377;CLI2379;0;30;3;2;1;3;3;24387;17;0.778;30;0;114
2378;CLI2380;1;28;3;2;1;4;3;29260;0;2.202;30;0;501
2379;CLI2381;1;56;7;0;2;2;1;123012;19;1.385;50;0;184
2380;CLI2382;1;41;4;1;2;3;3;124112;19;1.422;200;1;353
2381;CLI2383;1;76;2;0;2;4;1;53407;10;1.346;30;0;226
2382;CLI2384;0;50;5;0;1;1;1;86655;34;1.639;120;0;291
2383;CLI2385;1;42;0;0;1;2;3;93235;7;1.399;50;0;44
2384;CLI2386;1;56;0;0;2;4;1;47970;48;1.737;30;0;143
2385;CLI2387;0;21;3;2;1;4;2;21057;27;1.65;30;0;150
2386;CLI2388;0;35;3;1;1;3;3;23815;26;1.951;30;1;126
2387;CLI2389;1;34;0;1;1;5;3;25487;36;1.146;30;1;323
2388;CLI2390;1;21;3;2;1;3;2;12685;4;2.513;30;1;110
2389;CLI2391;1;45;7;0;2;3;1;40422;0;1.997;30;1;232
2390;CLI2392;0;43;7;0;1;6;3;45705;31;1.169;30;0;433
2391;CLI2393;1;23;3;2;1;4;2;18344;46;2.168;30;0;33
2392;CLI2394;0;33;3;1;1;1;3;20464;18;2.043;30;0;426
2393;CLI2395;1;25;3;2;1;6;2;23195;20;12.705;30;0;222
2394;CLI2396;1;72;7;0;2;2;1;31409;5;0.955;30;0;263
2395;CLI2397;1;34;2;1;1;5;3;26185;12;1.169;30;1;345
2396;CLI2398;0;81;8;0;1;1;0;79330;2;1.326;50;0;508
2397;CLI2399;0;80;0;0;0;2;0;50157;20;0.681;30;0;503
2398;CLI2400;1;46;5;0;1;2;1;25243;19;1.6;30;1;236
2399;CLI2401;1;52;0;0;1;1;1;100523;44;1.365;50;1;301
2400;CLI2402;0;21;3;2;1;5;2;19194;36;2.892;30;0;359
2401;CLI2403;1;50;2;0;1;9;1;56120;6;1.756;30;0;515
2402;CLI2404;0;28;6;2;1;7;3;26538;16;3.099;30;0;412
2403;CLI2405;0;31;7;2;1;3;3;26544;34;1.56;30;0;63
2404;CLI2406;0;44;0;0;2;2;1;96424;16;1.905;50;1;189
2405;CLI2407;0;44;4;0;1;4;1;63431;14;0.755;30;1;345
2406;CLI2408;0;33;5;1;1;1;3;21472;0;1.031;30;0;462
2407;CLI2409;0;55;4;0;2;4;1;52940;28;0.564;30;0;322
2408;CLI2410;1;29;3;2;1;2;3;28904;19;3.065;30;0;49
2409;CLI2411;1;90;8;0;1;1;0;63084;16;0.74;50;0;306
2410;CLI2412;1;36;3;1;1;2;3;23399;23;0.939;30;0;370
2411;CLI2413;1;55;6;0;1;2;1;67691;13;1.6;30;0;146
2412;CLI2414;1;91;8;0;1;1;0;116273;36;0.681;120;1;214
2413;CLI2415;0;41;0;1;1;1;3;39225;22;1.882;50;0;366
2414;CLI2416;1;41;0;1;2;2;3;37727;32;0.755;50;0;434
2415;CLI2417;1;61;8;0;0;3;1;24128;14;1.091;30;0;519
2416;CLI2418;1;67;0;0;1;2;1;39212;48;1.639;50;0;445
2417;CLI2419;0;43;0;0;1;1;3;24428;33;1.353;30;0;400
2418;CLI2420;1;44;0;0;1;2;1;30265;28;1.376;30;0;156
2419;CLI2421;1;61;0;0;1;1;1;46091;7;0.798;50;0;131
2420;CLI2422;1;55;3;0;2;1;1;85117;33;0.681;50;1;380
2421;CLI2423;1;29;5;2;1;3;3;24781;12;1.892;30;0;580
2422;CLI2424;0;58;0;0;1;1;1;36359;0;0.896;50;1;272
2423;CLI2425;0;31;3;2;1;5;3;25143;31;1.468;30;0;456
2424;CLI2426;0;35;0;1;1;3;3;24361;29;1.031;30;0;543
2425;CLI2427;0;34;6;1;1;1;3;22668;41;1.399;30;0;152
2426;CLI2428;1;33;3;1;1;4;3;18785;25;1.675;30;0;167
2427;CLI2429;0;34;5;1;1;4;3;25373;36;1.192;30;0;220
2428;CLI2430;1;52;0;0;1;1;1;108285;21;1.658;50;0;330
2429;CLI2431;1;54;0;0;2;2;1;66133;5;1.639;50;1;184
2430;CLI2432;1;41;2;1;0;3;3;91567;5;0.893;30;0;173
2431;CLI2433;1;52;0;0;2;4;1;127862;29;0.74;80;1;301
2432;CLI2434;1;57;2;0;0;2;1;72399;46;1.287;50;0;470
2433;CLI2435;0;22;7;2;1;7;2;12276;24;2.409;30;1;115
2434;CLI2436;1;87;8;0;0;2;0;59031;16;1.385;30;0;259
2435;CLI2437;1;52;2;0;0;6;1;43801;27;1.189;30;0;317
2436;CLI2438;0;22;3;2;1;4;2;14710;33;1.029;30;0;75
2437;CLI2439;1;25;3;2;1;4;2;28971;13;2.03;30;0;363
2438;CLI2440;0;32;4;1;1;4;3;21150;23;1.215;30;0;586
2439;CLI2441;0;36;4;1;1;1;3;23241;23;1.583;30;0;288
2440;CLI2442;1;23;3;2;1;4;2;22232;4;10.635;30;0;505
2441;CLI2443;1;20;3;2;1;4;2;22275;40;2.271;30;0;490
2442;CLI2444;1;77;8;0;0;2;1;51648;10;0.955;50;1;193
2443;CLI2445;0;62;0;0;2;2;1;53110;37;0.857;50;0;594
2444;CLI2446;1;46;0;0;2;2;1;53937;22;0.72;50;0;187
2445;CLI2447;0;31;3;2;1;2;3;25822;39;1.1;30;0;347
2446;CLI2448;1;45;2;0;0;4;1;45652;20;1.215;30;1;397
2447;CLI2449;1;89;8;0;1;1;0;70774;34;1.6;50;0;330
2448;CLI2450;1;33;0;1;1;2;3;21422;48;1.997;30;0;366
2449;CLI2451;1;58;8;0;1;2;1;67847;22;0.896;30;0;447
2450;CLI2452;1;29;2;2;1;4;3;29051;35;1.995;30;0;567
2451;CLI2453;1;56;0;0;1;3;1;128924;12;1.502;80;0;266
2452;CLI2454;1;21;0;2;1;7;2;23186;10;2.616;30;0;37
2453;CLI2455;1;83;8;0;0;2;0;82623;31;0.876;50;1;355
2454;CLI2456;0;56;4;0;1;1;1;107923;1;0.7;50;0;255
2455;CLI2457;0;77;1;0;1;2;1;47692;44;1.072;50;0;195
2456;CLI2458;0;42;5;0;1;1;3;33538;26;0.663;30;1;299
2457;CLI2459;0;23;3;2;1;4;2;20061;26;1.236;30;0;600
2458;CLI2460;1;88;8;0;1;1;0;55867;19;1.424;30;1;276
2459;CLI2461;0;21;0;2;0;2;2;22168;45;2.616;30;1;189
2460;CLI2462;1;36;7;1;1;1;3;26041;24;1.813;30;1;226
2461;CLI2463;1;53;7;0;2;6;1;26365;25;1.619;30;0;401
2462;CLI2464;0;36;3;1;1;3;3;18103;26;1.261;30;0;523
2463;CLI2465;0;36;4;1;1;3;3;26450;17;0.893;30;0;538
2464;CLI2466;0;34;3;1;1;4;3;18322;30;1.629;30;0;148
2465;CLI2467;0;53;0;0;2;2;1;60718;42;1.424;50;0;73
2466;CLI2468;1;54;4;0;2;8;1;108275;32;1.737;30;0;576
2467;CLI2469;0;42;0;0;1;1;3;114495;23;1.813;120;0;215
2468;CLI2470;0;43;0;0;1;1;3;92032;23;0.709;50;0;593
2469;CLI2471;0;51;7;0;2;2;1;53521;1;1.17;50;1;346
2470;CLI2472;1;45;0;0;2;2;1;67910;40;1.882;50;0;392
2471;CLI2473;0;34;0;1;0;3;3;27009;1;0.847;30;1;172
2472;CLI2474;1;41;7;1;2;2;3;42746;19;1.813;50;0;114
2473;CLI2475;0;64;4;0;1;1;1;30689;2;1.58;30;0;75
2474;CLI2476;0;54;4;0;2;2;1;111978;47;0.583;50;0;455
2475;CLI2477;0;52;6;0;1;1;1;64995;30;1.287;30;0;396
2476;CLI2478;1;33;3;1;1;4;3;30300;47;1.445;30;0;241
2477;CLI2479;1;45;7;0;1;1;1;82321;6;1.077;120;0;199
2478;CLI2480;0;36;5;1;1;2;3;23231;3;1.974;30;0;192
2479;CLI2481;1;36;3;1;1;4;3;23673;30;1.514;30;0;228
2480;CLI2482;1;30;3;2;1;1;3;31245;40;1.1;30;0;51
2481;CLI2483;1;50;5;0;1;2;1;31993;18;0.896;30;0;345
2482;CLI2484;0;50;1;0;1;1;1;54083;24;0.661;50;1;221
2483;CLI2485;0;39;6;1;1;1;3;20053;7;0.985;30;0;200
2484;CLI2486;0;23;7;2;1;4;2;14956;13;1.305;30;0;576
2485;CLI2487;0;40;0;1;1;2;3;95665;38;2.066;50;0;36
2486;CLI2488;0;62;8;0;1;1;1;61006;15;0.935;30;1;329
2487;CLI2489;0;31;0;2;1;5;3;25018;42;1.307;30;0;284
2488;CLI2490;0;98;8;0;0;2;0;45655;4;1.482;30;1;372
2489;CLI2491;1;53;2;0;0;4;1;23456;30;0.583;30;0;360
2490;CLI2492;1;52;7;0;0;5;1;62984;1;1.306;30;0;595
2491;CLI2493;1;25;3;2;1;3;2;29489;15;2.616;30;0;194
2492;CLI2494;0;20;3;2;1;4;2;16508;42;2.547;30;0;82
2493;CLI2495;1;64;8;0;0;2;1;84498;49;1.091;50;0;466
2494;CLI2496;1;46;7;0;2;3;1;95377;22;1.346;30;1;218
2495;CLI2497;1;24;3;2;1;3;2;17345;47;2.202;30;1;338
2496;CLI2498;0;55;0;0;1;1;1;119603;14;1.013;50;0;367
2497;CLI2499;0;44;7;0;1;2;1;116586;8;1.905;50;0;516
2498;CLI2500;1;80;2;0;0;2;0;40578;45;1.228;30;0;490
2499;CLI2501;0;30;0;2;1;1;3;20278;32;1.721;30;0;461
2500;CLI2502;1;44;0;0;2;3;1;93551;31;1.905;30;0;451
2501;CLI2503;0;89;8;0;1;1;0;81538;44;1.033;120;0;465
2502;CLI2504;1;41;0;1;2;3;3;50248;42;1.054;30;0;167
2503;CLI2505;0;43;5;0;1;2;3;68264;24;0.709;30;0;232
2504;CLI2506;1;91;8;0;0;3;0;97276;10;0.798;30;0;567
2505;CLI2507;1;61;0;0;1;1;1;70407;6;1.717;50;0;61
2506;CLI2508;1;56;5;0;1;3;1;55683;30;1.111;80;0;318
2507;CLI2509;1;46;4;0;2;4;1;34418;36;0.642;30;0;386
2508;CLI2510;1;30;0;2;1;4;3;18924;18;0.985;30;0;534
2509;CLI2511;1;58;2;0;0;2;1;25412;45;0.876;30;1;152
2510;CLI2512;0;44;4;0;2;7;1;62101;0;0.87;30;0;402
2511;CLI2513;1;68;0;0;2;9;1;61432;8;1.502;30;0;416
2512;CLI2514;1;23;3;2;1;5;2;18056;18;1.374;30;0;591
2513;CLI2515;1;44;7;0;2;2;1;64039;31;1.836;50;0;136
2514;CLI2516;1;30;3;2;1;3;3;27884;38;1.376;30;0;410
2515;CLI2517;0;92;8;0;0;2;0;103378;25;0.896;120;0;276
2516;CLI2518;1;29;5;2;1;1;3;23482;18;1.167;30;0;338
2517;CLI2519;1;29;0;2;1;4;3;29207;35;3.03;30;0;458
2518;CLI2520;1;36;7;1;1;1;3;26564;32;1.951;30;0;143
2519;CLI2521;1;30;0;2;1;1;3;30972;16;1.79;30;0;65
2520;CLI2522;0;51;7;0;2;5;1;66090;0;0.603;30;0;291
2521;CLI2523;0;31;5;2;1;5;3;20087;46;0.778;30;0;95
2522;CLI2524;0;28;3;2;1;3;3;21833;4;2.789;30;0;368
2523;CLI2525;0;52;6;0;2;3;1;57016;5;0.974;80;0;266
2524;CLI2526;0;35;0;1;1;4;3;18705;7;0.962;30;0;257
2525;CLI2527;0;23;3;2;1;4;2;13500;43;2.306;30;1;389
2526;CLI2528;1;80;8;0;0;4;0;94738;34;1.697;80;0;519
2527;CLI2529;1;39;0;1;2;2;3;22634;19;1.376;30;0;69
2528;CLI2530;1;57;0;0;1;1;1;49054;40;0.955;50;0;285
2529;CLI2531;1;44;0;0;1;2;1;32963;1;0.985;30;1;391
2530;CLI2532;1;34;3;1;1;1;3;19449;28;0.939;30;1;363
2531;CLI2533;0;97;8;0;0;2;0;123295;9;0.74;50;0;556
2532;CLI2534;0;43;8;0;1;1;3;122199;39;1.307;120;1;322
2533;CLI2535;0;45;0;0;1;2;1;91808;10;1.215;50;0;342
2534;CLI2536;0;80;0;0;2;2;0;101514;4;1.346;50;1;311
2535;CLI2537;1;50;0;0;2;5;1;26576;18;0.955;30;0;345
2536;CLI2538;1;45;7;0;1;4;1;107513;23;1.284;30;0;576
2537;CLI2539;1;83;8;0;0;2;0;31392;10;0.955;30;0;459
2538;CLI2540;1;43;7;0;1;2;3;39086;33;0.709;50;0;433
2539;CLI2541;0;98;8;0;0;2;0;97393;21;1.756;120;0;375
2540;CLI2542;1;50;5;0;1;1;1;128573;21;0.661;50;1;195
2541;CLI2543;0;55;0;0;2;2;1;63087;44;1.756;50;1;236
2542;CLI2544;1;47;3;0;0;2;1;21880;32;1.072;30;0;547
2543;CLI2545;1;55;2;0;2;4;1;22923;40;1.385;30;1;280
2544;CLI2546;0;58;7;0;1;1;1;53664;32;1.267;30;0;458
2545;CLI2547;0;41;4;1;2;3;3;117100;17;1.077;30;1;170
2546;CLI2548;1;44;0;0;1;2;1;113823;39;1.008;120;0;523
2547;CLI2549;1;84;8;0;1;1;0;40317;43;1.737;50;0;211
2548;CLI2550;0;30;1;2;2;2;3;30598;27;1.054;30;1;168
2549;CLI2551;1;45;0;0;1;2;1;118011;44;1.537;50;1;302
2550;CLI2552;1;55;7;0;1;2;1;45889;1;1.658;50;0;61
2551;CLI2553;1;62;2;0;0;5;1;40044;24;1.15;30;1;179
2552;CLI2554;1;31;7;2;2;2;3;18828;6;0.893;30;1;162
2553;CLI2555;0;51;6;0;1;1;1;111765;33;1.326;50;1;179
2554;CLI2556;0;79;5;0;2;2;0;58330;1;1.326;50;0;43
2555;CLI2557;0;45;5;0;1;1;1;94884;7;1.445;120;0;183
2556;CLI2558;1;31;0;2;1;2;3;19456;42;1.261;30;1;258
2557;CLI2559;0;30;0;2;2;2;3;24055;43;2.043;30;0;466
2558;CLI2560;0;35;3;1;1;4;3;31204;48;0.87;30;0;275
2559;CLI2561;0;22;5;2;1;4;2;23612;11;1.788;30;1;226
2560;CLI2562;1;50;2;0;1;5;1;45199;29;0.622;30;0;584
2561;CLI2563;1;65;0;0;1;2;1;100813;7;0.994;50;0;35
2562;CLI2564;0;51;6;0;1;1;1;125979;9;1.326;50;0;186
2563;CLI2565;1;51;0;0;2;3;1;22432;35;0.935;30;0;107
2564;CLI2566;1;45;0;0;1;2;1;127370;22;1.008;50;0;45
2565;CLI2567;1;77;8;0;0;2;1;112893;36;1.561;50;0;273
2566;CLI2568;0;28;1;2;1;1;3;19099;8;1.098;30;1;146
2567;CLI2569;1;46;0;0;2;3;1;95938;22;0.603;80;0;282
2568;CLI2570;0;66;4;0;0;9;1;112542;15;1.639;30;1;323
2569;CLI2571;1;41;4;1;1;1;3;51406;9;1.882;50;1;183
2570;CLI2572;1;20;3;2;1;7;2;14211;31;11.325;30;0;231
2571;CLI2573;1;57;0;0;2;3;1;57864;10;1.678;80;0;203
2572;CLI2574;0;35;0;1;1;4;3;18631;39;0.755;30;0;292
2573;CLI2575;1;81;8;0;1;1;0;98352;47;1.482;120;0;470
2574;CLI2576;1;32;3;1;2;2;3;28475;5;1.491;30;1;319
2575;CLI2577;1;41;7;1;2;3;3;89926;15;0.801;30;1;335
2576;CLI2578;1;50;7;0;2;3;1;111676;32;0.74;30;0;595
2577;CLI2579;1;24;3;2;1;4;2;15327;2;1.305;30;0;361
2578;CLI2580;0;66;4;0;1;1;1;96595;2;0.955;50;0;326
2579;CLI2581;0;56;0;0;2;2;1;75310;25;0.74;50;0;478
2580;CLI2582;1;65;0;0;2;2;1;56109;25;1.678;50;1;215
2581;CLI2583;1;61;0;0;2;2;1;80727;49;1.6;50;0;241
2582;CLI2584;1;24;3;2;1;3;2;17197;17;0.995;30;0;422
2583;CLI2585;1;20;0;2;1;4;2;17710;22;2.685;30;0;111
2584;CLI2586;0;92;8;0;0;2;0;31581;21;1.541;30;1;237
2585;CLI2587;1;39;0;1;1;1;3;19887;47;1.721;30;0;307
2586;CLI2588;1;55;7;0;2;3;1;104056;42;1.072;80;1;340
2587;CLI2589;1;80;0;0;0;3;0;106002;9;0.74;80;1;363
2588;CLI2590;0;25;4;2;1;4;2;25164;36;11.325;30;0;237
2589;CLI2591;1;33;7;1;1;5;3;23754;32;0.801;30;0;70
2590;CLI2592;0;23;3;2;1;5;2;23140;3;1.961;30;0;402
2591;CLI2593;1;20;3;2;1;4;2;13424;34;2.237;30;0;60
2592;CLI2594;1;51;0;0;2;3;1;60900;26;1.111;80;0;186
2593;CLI2595;1;35;7;1;1;2;3;27374;45;1.514;30;0;354
2594;CLI2596;0;40;3;1;1;3;3;70570;18;2.02;30;0;491
2595;CLI2597;1;41;5;1;1;2;3;72616;11;1.514;30;0;211
2596;CLI2598;1;46;7;0;1;1;1;25813;19;1.463;30;0;469
2597;CLI2599;1;39;5;1;1;1;3;26256;21;1.307;30;0;478
2598;CLI2600;0;46;3;0;2;2;1;120369;4;1.756;50;0;418
2599;CLI2601;0;36;1;1;1;1;3;27322;18;1.698;30;0;513
2600;CLI2602;0;39;4;1;0;2;3;26828;11;0.755;30;0;541
2601;CLI2603;0;65;0;0;2;5;1;37977;15;1.228;30;0;210
2602;CLI2604;1;77;0;0;1;1;1;69204;48;0.7;50;0;425
2603;CLI2605;1;58;7;0;1;1;1;82546;28;1.541;120;0;119
2604;CLI2606;0;88;8;0;0;2;0;23423;5;1.717;30;0;227
2605;CLI2607;1;62;2;0;0;3;1;50191;4;1.678;30;0;459
2606;CLI2608;1;43;0;0;2;2;3;38942;44;1.56;50;0;301
2607;CLI2609;0;80;0;0;2;3;0;98964;7;1.287;80;0;109
2608;CLI2610;0;64;0;0;2;5;1;79106;8;1.248;30;1;242
2609;CLI2611;0;33;1;1;1;9;3;31425;14;1.997;30;0;129
2610;CLI2612;0;25;3;2;1;3;2;19429;7;1.961;30;0;361
2611;CLI2613;1;65;0;0;2;4;1;87235;46;0.74;80;0;174
2612;CLI2614;0;62;5;0;1;2;1;116999;36;1.482;50;0;134
2613;CLI2615;0;44;0;0;1;1;1;41894;26;1.721;50;1;142
2614;CLI2616;0;75;0;0;1;2;1;46073;48;0.622;50;0;150
2615;CLI2617;1;32;0;1;1;6;3;31593;38;2.066;30;1;363
2616;CLI2618;0;61;0;0;2;3;1;123667;12;0.622;80;0;243
2617;CLI2619;1;23;3;2;1;4;2;12131;3;2.133;30;0;281
2618;CLI2620;0;21;4;2;1;4;2;15595;16;2.513;30;0;271
2619;CLI2621;0;45;3;0;2;4;1;72209;16;1.192;30;0;224
2620;CLI2622;1;45;0;0;1;1;1;50498;44;0.663;50;0;130
2621;CLI2623;1;36;5;1;1;2;3;21173;41;1.008;30;0;45
2622;CLI2624;1;34;0;1;2;2;3;28007;44;1.031;30;1;164
2623;CLI2625;1;45;0;0;1;1;1;117249;46;1.031;50;0;79
2624;CLI2626;1;39;2;1;0;4;3;27927;22;0.686;30;0;368
2625;CLI2627;1;45;7;0;2;2;1;117047;11;1.054;50;1;216
2626;CLI2628;1;89;8;0;0;2;0;104985;2;1.326;50;1;167
2627;CLI2629;1;29;3;2;1;3;3;20428;47;0.995;30;0;411
2628;CLI2630;1;46;2;0;0;5;1;78677;35;0.974;30;0;595
2629;CLI2631;0;58;0;0;2;2;1;89062;6;0.974;50;1;280
2630;CLI2632;0;36;7;1;2;3;3;23745;18;1.905;30;0;264
2631;CLI2633;1;43;0;0;1;2;3;51827;27;1.698;50;0;38
2632;CLI2634;1;91;2;0;0;2;0;107759;17;0.681;50;0;354
2633;CLI2635;0;28;0;2;1;3;3;31580;3;2.996;30;1;312
2634;CLI2636;1;44;7;0;1;2;1;32889;39;1.33;30;0;567
2635;CLI2637;0;24;3;2;1;4;2;23274;48;0.995;30;0;566
2636;CLI2638;0;41;0;1;2;2;3;61340;11;1.399;50;0;395
2637;CLI2639;0;72;0;0;1;2;1;87786;20;1.306;50;0;506
2638;CLI2640;1;54;0;0;2;2;1;129522;20;0.72;50;1;209
2639;CLI2641;0;42;4;0;1;2;3;62671;19;1.215;50;1;307
2640;CLI2642;0;72;0;0;2;2;1;108546;4;1.561;50;0;135
2641;CLI2643;0;53;4;0;2;5;1;107116;3;1.678;30;0;420
2642;CLI2644;1;57;7;0;1;4;1;65351;3;0.935;80;1;244
2643;CLI2645;1;80;8;0;1;1;0;129414;45;1.248;50;0;492
2644;CLI2646;0;53;4;0;1;1;1;81949;38;0.583;50;1;239
2645;CLI2647;1;28;5;2;1;2;3;22313;36;2.513;30;1;230
2646;CLI2648;1;34;3;1;1;3;3;29117;10;1.813;30;0;277
2647;CLI2649;1;28;7;2;1;9;3;18028;10;3.099;30;0;487
2648;CLI2650;1;23;5;2;1;1;2;19202;21;3.065;30;0;582
2649;CLI2651;1;22;3;2;1;4;2;18722;32;14.085;30;0;126
2650;CLI2652;1;28;2;2;1;3;3;18324;20;1.512;30;0;595
2651;CLI2653;1;28;0;2;1;2;3;26675;14;2.616;30;0;95
2652;CLI2654;1;32;7;1;1;3;3;31934;29;1.1;30;0;213
2653;CLI2655;0;79;7;0;2;3;0;96233;15;1.091;30;0;208
2654;CLI2656;1;53;0;0;0;2;1;79268;31;0.72;50;0;408
2655;CLI2657;1;31;5;2;1;5;3;20470;5;1.077;30;0;579
2656;CLI2658;0;46;0;0;0;3;1;58017;12;0.779;80;1;153
2657;CLI2659;0;35;0;1;1;3;3;18241;3;1.146;30;0;193
2658;CLI2660;1;54;0;0;1;1;1;40387;12;1.287;50;1;379
2659;CLI2661;0;61;0;0;2;2;1;105539;3;0.974;50;1;107
2660;CLI2662;0;44;0;0;2;3;1;58726;48;1.468;30;0;397
2661;CLI2663;0;41;5;1;1;3;3;47268;15;0.985;30;0;371
2662;CLI2664;1;30;3;2;1;4;3;25527;24;1.79;30;0;106
2663;CLI2665;0;35;1;1;0;2;3;24241;4;1.008;30;0;531
2664;CLI2666;1;40;2;1;0;4;3;72526;33;1.008;30;0;277
2665;CLI2667;0;31;1;2;1;1;3;27273;18;1.629;30;1;276
2666;CLI2668;1;79;7;0;2;1;0;62339;47;1.228;30;0;167
2667;CLI2669;1;20;7;2;1;4;2;23994;36;2.961;30;0;33
2668;CLI2670;0;40;0;1;1;1;3;35939;42;1.284;50;0;581
2669;CLI2671;0;32;1;1;0;3;3;23004;43;0.824;30;0;167
2670;CLI2672;0;97;8;0;0;2;0;60286;47;1.111;50;1;345
2671;CLI2673;0;42;4;0;1;1;3;66411;31;1.56;50;0;546
2672;CLI2674;1;96;8;0;1;1;0;99698;19;1.209;50;0;241
2673;CLI2675;1;56;0;0;1;3;1;33534;17;0.681;30;0;179
2674;CLI2676;1;56;7;0;2;4;1;113828;25;0.935;80;1;316
2675;CLI2677;1;34;0;1;1;2;3;21348;8;2.043;30;0;225
2676;CLI2678;0;52;0;0;2;3;1;34457;24;0.642;30;0;270
2677;CLI2679;0;77;0;0;0;2;1;40347;43;15.215;30;1;331
2678;CLI2680;1;34;3;1;1;4;3;19684;1;1.077;30;1;187
2679;CLI2681;1;32;3;1;1;6;3;27074;15;0.824;30;0;76
2680;CLI2682;0;22;3;2;1;1;2;23545;11;2.789;30;0;182
2681;CLI2683;0;45;0;0;1;1;1;56305;31;0.732;50;0;332
2682;CLI2684;1;75;7;0;2;2;1;97487;43;1.482;120;0;565
2683;CLI2685;1;31;0;2;1;2;3;28676;2;1.376;30;0;419
2684;CLI2686;1;35;5;1;1;4;3;22068;8;0.939;30;0;48
2685;CLI2687;1;83;8;0;1;1;0;43930;23;1.541;50;0;107
2686;CLI2688;0;43;3;0;1;1;3;61348;16;1.422;50;0;210
2687;CLI2689;1;20;3;2;1;3;2;19680;7;2.34;30;0;406
2688;CLI2690;0;46;0;0;2;2;1;97260;38;1.482;50;1;361
2689;CLI2691;1;53;2;0;2;4;1;23398;11;1.365;30;1;214
2690;CLI2692;0;77;0;0;0;2;1;38962;9;1.737;50;0;462
2691;CLI2693;1;50;0;0;2;2;1;126515;22;1.052;50;0;317
2692;CLI2694;0;32;3;1;1;4;3;18295;11;2.066;30;0;481
2693;CLI2695;1;55;7;0;2;3;1;56502;32;1.678;80;0;290
2694;CLI2696;0;24;3;2;1;6;2;16481;44;1.926;30;0;342
2695;CLI2697;1;51;0;0;1;2;1;45467;47;1.639;50;0;216
2696;CLI2698;1;43;0;0;1;2;3;24490;41;1.79;30;0;560
2697;CLI2699;0;89;8;0;0;2;0;96536;37;1.111;50;0;531
2698;CLI2700;0;54;0;0;2;3;1;83324;2;1.306;80;0;559
2699;CLI2701;1;47;5;0;1;1;1;113853;1;1.482;50;0;548
2700;CLI2702;1;73;0;0;0;2;1;98421;4;0.896;50;0;569
2701;CLI2703;0;58;0;0;1;2;1;122564;46;0.876;50;1;152
2702;CLI2704;0;32;0;1;1;1;3;27005;20;1.997;30;0;266
2703;CLI2705;0;95;8;0;0;2;0;65788;9;1.385;50;0;227
2704;CLI2706;1;77;0;0;2;3;1;102150;19;1.287;80;1;157
2705;CLI2707;0;40;0;1;2;2;3;87553;13;0.847;50;0;333
2706;CLI2708;1;39;0;1;1;2;3;29873;9;1.652;30;0;208
2707;CLI2709;0;46;0;0;0;2;1;66650;21;1.6;50;1;238
2708;CLI2710;0;54;5;0;0;3;1;21810;40;0.564;30;1;224
2709;CLI2711;0;22;0;2;1;3;2;19566;15;2.685;30;0;357
2710;CLI2712;0;30;4;2;2;9;3;30255;46;1.33;30;0;220
2711;CLI2713;1;62;0;0;1;1;1;78587;3;0.896;50;0;386
