Unnamed: 0;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;cluster
3601;CLI3603;1;42;0;0;1;6;3;108329;6;1.215;30;0;180;3
3602;CLI3604;0;40;4;1;2;4;3;102651;9;1.882;30;0;230;1
3603;CLI3605;0;40;4;1;1;1;3;129955;3;1.077;50;1;166;3
3604;CLI3606;1;32;7;1;1;8;3;19721;18;1.031;30;0;327;1
3605;CLI3607;0;32;4;1;0;4;3;25906;44;1.767;30;0;465;1
3606;CLI3608;1;31;3;2;1;8;3;23430;29;1.905;30;1;165;1
3607;CLI3609;0;28;0;2;1;1;3;23219;6;3.099;30;0;468;1
3608;CLI3610;1;44;0;0;1;1;1;86989;2;1.537;50;0;412;0
3609;CLI3611;1;45;2;0;1;7;1;34690;47;1.031;30;0;532;0
3610;CLI3612;0;39;0;1;2;5;3;19757;14;0.801;30;0;298;1
3611;CLI3613;1;43;7;0;1;1;3;85188;19;1.606;50;1;333;3
3612;CLI3614;0;80;0;0;0;2;0;76497;5;1.482;50;0;227;2
3613;CLI3615;1;24;6;2;1;3;2;12489;49;1.374;30;0;456;1
3614;CLI3616;1;44;2;0;0;5;1;102673;31;1.744;30;1;199;3
3615;CLI3617;0;33;4;1;1;4;3;22190;33;0.732;30;1;152;1
3616;CLI3618;1;35;5;1;1;2;3;21050;18;0.755;30;0;199;1
3617;CLI3619;1;42;7;0;1;3;3;118404;9;1.836;30;0;89;3
3618;CLI3620;0;34;3;1;1;4;3;27397;12;0.663;30;0;313;1
3619;CLI3621;0;45;6;0;1;2;1;71969;3;0.847;50;0;243;2
3620;CLI3622;0;29;1;2;2;4;3;26435;45;1.443;30;0;585;1
3621;CLI3623;1;45;5;0;1;3;1;88411;38;1.284;30;1;292;3
3622;CLI3624;1;62;7;0;2;2;1;75860;29;1.482;50;0;437;0
3623;CLI3625;1;67;2;0;0;2;1;80492;22;0.876;120;0;574;0
3624;CLI3626;1;53;0;0;2;2;1;56415;48;1.385;50;0;354;3
3625;CLI3627;1;44;2;0;0;4;1;126943;24;1.928;200;0;286;0
3626;CLI3628;1;91;8;0;0;3;0;84978;13;0.994;80;0;441;2
3627;CLI3629;0;24;4;2;1;4;2;14600;37;2.168;30;1;158;1
3628;CLI3630;1;24;3;2;1;5;2;12620;1;1.443;30;0;302;1
3629;CLI3631;1;24;3;2;1;3;2;20073;49;1.029;30;0;598;1
3630;CLI3632;1;79;0;0;1;1;0;95179;3;1.737;50;1;178;3
3631;CLI3633;1;30;3;2;1;2;3;27096;14;1.146;30;1;107;1
3632;CLI3634;0;39;4;1;0;3;3;29731;35;1.146;30;0;94;1
3633;CLI3635;1;92;2;0;0;2;0;34404;32;1.756;30;0;485;2
3634;CLI3636;1;46;7;0;1;3;1;79353;44;0.7;80;1;339;2
3635;CLI3637;0;33;4;1;1;2;3;30129;38;1.192;30;0;271;1
3636;CLI3638;1;80;8;0;1;2;0;41215;47;1.385;30;1;173;2
3637;CLI3639;1;75;7;0;1;2;1;101807;30;1.15;50;0;492;2
3638;CLI3640;1;51;0;0;1;1;1;78453;11;1.365;50;0;384;0
3639;CLI3641;0;53;6;0;1;1;1;129601;7;0.837;120;0;298;0
3640;CLI3642;0;54;0;0;2;5;1;60529;6;0.955;30;1;276;3
3641;CLI3643;0;29;4;2;1;3;3;20820;16;1.236;30;0;167;1
3642;CLI3644;0;54;0;0;1;2;1;63446;19;0.818;50;0;431;0
3643;CLI3645;0;89;8;0;0;2;0;39459;25;1.717;50;0;464;2
3644;CLI3646;0;29;4;2;1;4;3;23296;1;1.512;30;0;514;1
3645;CLI3647;0;62;0;0;2;2;1;89551;39;0.74;50;0;361;0
3646;CLI3648;1;29;5;2;2;3;3;26961;38;2.168;30;0;381;1
3647;CLI3649;1;40;2;1;1;3;3;75340;2;1.353;30;1;254;1
3648;CLI3650;0;35;5;1;1;3;3;18075;48;0.801;30;1;208;1
3649;CLI3651;0;62;1;0;1;1;1;96298;40;0.564;50;0;487;0
3650;CLI3652;1;44;0;0;1;1;1;63859;30;1.077;50;0;67;3
3651;CLI3653;1;21;3;2;1;4;2;12858;22;1.65;30;0;518;1
3652;CLI3654;0;73;4;0;0;5;1;21408;48;1.404;30;0;35;2
3653;CLI3655;0;84;8;0;1;1;0;72740;23;0.915;30;0;317;2
3654;CLI3656;0;33;7;1;1;1;3;31301;1;1.514;30;0;400;1
3655;CLI3657;1;29;1;2;2;2;3;23379;17;2.133;30;0;487;1
3656;CLI3658;0;36;3;1;1;3;3;18852;18;1.468;30;1;221;1
3657;CLI3659;0;28;7;2;1;1;3;20026;17;1.029;30;1;307;1
3658;CLI3660;0;30;4;2;1;2;3;23245;33;1.767;30;0;84;1
3659;CLI3661;1;46;7;0;1;4;1;21866;16;1.385;30;1;360;3
3660;CLI3662;1;39;0;1;1;2;3;20133;0;1.491;30;0;489;1
3661;CLI3663;0;32;3;1;1;3;3;18593;43;1.928;30;1;252;1
3662;CLI3664;0;75;8;0;1;3;1;88104;37;1.209;30;0;133;2
3663;CLI3665;1;79;4;0;0;4;0;55975;18;0.935;30;0;229;2
3664;CLI3666;0;23;4;2;1;6;2;14481;39;2.064;30;0;70;1
3665;CLI3667;1;55;0;0;1;2;1;81523;29;0.564;50;0;513;0
3666;CLI3668;1;54;2;0;1;2;1;37737;27;1.013;50;0;57;3
3667;CLI3669;0;36;0;1;2;2;3;30634;36;0.824;30;0;192;1
3668;CLI3670;0;57;0;0;2;4;1;27990;28;0.818;30;0;202;3
3669;CLI3671;0;98;8;0;1;1;0;21398;22;0.955;30;1;285;2
3670;CLI3672;1;51;2;0;0;6;1;111166;30;1.619;30;0;382;0
3671;CLI3673;1;96;2;0;0;2;0;118751;17;1.209;120;0;566;2
3672;CLI3674;1;55;0;0;2;4;1;75692;24;0.896;80;1;277;3
3673;CLI3675;0;33;7;1;1;2;3;19941;35;1.445;30;0;214;1
3674;CLI3676;1;24;3;2;1;2;2;18508;42;2.651;30;0;476;1
3675;CLI3677;1;64;0;0;2;3;1;107362;16;1.365;80;0;149;3
3676;CLI3678;0;35;5;1;2;2;3;30574;37;1.1;30;0;523;1
3677;CLI3679;1;32;7;1;1;4;3;30456;9;1.238;30;0;573;1
3678;CLI3680;1;35;0;1;1;1;3;22207;37;1.422;30;0;344;1
3679;CLI3681;1;58;0;0;2;4;1;45189;22;0.818;30;0;308;3
3680;CLI3682;1;30;3;2;0;3;3;22386;30;1.698;30;0;527;1
3681;CLI3683;0;75;8;0;0;2;1;117584;48;0.994;50;0;529;2
3682;CLI3684;0;47;0;0;1;1;1;49649;25;0.837;30;1;154;3
3683;CLI3685;1;43;5;0;1;1;3;48883;29;1.583;50;1;183;3
3684;CLI3686;1;22;3;2;1;3;2;19241;49;1.857;30;0;95;1
3685;CLI3687;0;44;0;0;1;1;1;79551;4;1.698;50;1;176;3
3686;CLI3688;1;42;2;0;0;3;3;47234;12;0.755;30;0;370;1
3687;CLI3689;0;29;6;2;1;2;3;22729;37;2.375;30;0;319;1
3688;CLI3690;0;34;4;1;1;4;3;30084;22;1.1;30;1;251;1
3689;CLI3691;1;24;3;2;1;4;2;21812;27;1.685;30;0;69;1
3690;CLI3692;1;39;8;1;1;2;3;30381;41;0.686;30;0;99;1
3691;CLI3693;1;41;7;1;1;1;3;112091;0;1.813;50;0;82;1
3692;CLI3694;0;29;1;2;1;2;3;29603;1;12.015;30;0;188;4
3693;CLI3695;1;56;0;0;1;1;1;99837;45;1.15;50;0;415;0
3694;CLI3696;0;39;0;1;1;3;3;31034;36;1.721;30;0;48;1
3695;CLI3697;1;40;0;1;2;2;3;75913;29;0.801;50;0;218;3
3696;CLI3698;0;51;5;0;0;3;1;30833;0;0.564;30;0;244;2
3697;CLI3699;1;51;6;0;1;1;1;21235;43;1.737;30;1;176;3
3698;CLI3700;1;58;7;0;2;3;1;112113;18;0.74;30;0;397;0
3699;CLI3701;0;20;3;2;1;3;2;16266;46;3.03;30;1;174;1
3700;CLI3702;1;29;4;2;1;4;3;30647;38;1.512;30;0;267;1
3701;CLI3703;0;35;3;1;0;2;3;29180;43;1.422;30;0;211;1
3702;CLI3704;1;76;5;0;2;3;1;74575;4;11.305;30;0;454;4
3703;CLI3705;1;66;0;0;2;2;1;39286;15;11.305;50;0;124;4
3704;CLI3706;1;66;4;0;2;2;1;45905;37;1.15;30;0;250;3
3705;CLI3707;1;56;2;0;1;9;1;98026;30;1.619;30;0;68;3
3706;CLI3708;1;29;0;2;2;2;3;19664;33;11.325;30;1;359;4
3707;CLI3709;1;53;0;0;1;1;1;71257;17;1.541;50;1;193;3
3708;CLI3710;1;56;5;0;2;4;1;24377;23;0.974;30;1;340;3
3709;CLI3711;1;79;2;0;0;4;0;99839;3;1.502;30;1;363;2
3710;CLI3712;0;47;0;0;1;2;1;34214;42;1.6;30;0;236;3
3711;CLI3713;1;39;0;1;1;1;3;26229;17;1.169;30;0;32;1
3712;CLI3714;1;32;7;1;1;1;3;26767;47;1.836;30;0;502;1
3713;CLI3715;1;21;3;2;1;6;2;20553;43;1.788;30;0;442;1
3714;CLI3716;0;30;3;2;1;8;3;19250;27;0.824;30;0;483;1
3715;CLI3717;0;44;4;0;1;5;1;129635;47;1.468;200;1;185;0
3716;CLI3718;0;57;0;0;1;3;1;58156;5;1.072;80;0;511;0
3717;CLI3719;1;25;3;2;1;4;2;27570;29;1.443;30;0;339;1
3718;CLI3720;1;34;3;1;1;3;3;19299;26;1.721;30;0;244;1
3719;CLI3721;0;39;2;1;1;2;3;24205;19;1.008;30;1;329;1
3720;CLI3722;1;28;7;2;2;2;3;30202;0;1.961;30;0;293;1
3721;CLI3723;0;52;8;0;1;1;1;70304;43;0.974;30;0;165;2
3722;CLI3724;1;41;3;1;2;2;3;127545;32;0.732;50;0;334;0
3723;CLI3725;1;22;3;2;1;4;2;13506;21;2.927;30;1;111;1
3724;CLI3726;0;75;8;0;2;2;1;60080;22;1.561;30;0;435;2
3725;CLI3727;0;31;5;2;1;3;3;26815;13;1.284;30;0;55;1
3726;CLI3728;1;24;3;2;1;5;2;17890;44;2.651;30;0;447;1
3727;CLI3729;1;28;5;2;1;5;3;18660;1;0.995;30;0;106;1
3728;CLI3730;0;22;8;2;0;1;2;21031;11;2.133;30;1;244;1
3729;CLI3731;0;35;1;1;1;3;3;28920;12;0.939;30;1;348;1
3730;CLI3732;0;20;7;2;1;7;2;12047;5;2.099;30;0;160;1
3731;CLI3733;1;87;8;0;1;1;0;30583;10;1.033;30;0;444;2
3732;CLI3734;0;40;7;1;1;5;3;56796;43;1.399;30;0;413;1
3733;CLI3735;0;54;0;0;1;1;1;24342;38;1.346;30;0;290;3
3734;CLI3736;1;54;7;0;1;4;1;81969;8;1.033;80;0;136;2
3735;CLI3737;0;50;0;0;2;4;1;29855;43;1.541;30;0;485;3
3736;CLI3738;1;31;5;2;1;3;3;28227;21;0.985;30;1;193;1
3737;CLI3739;0;63;0;0;2;1;1;62495;23;0.896;50;0;569;0
3738;CLI3740;0;45;0;0;1;1;1;121230;40;1.077;50;1;183;3
3739;CLI3741;0;41;0;1;2;3;3;88982;4;0.916;30;0;236;3
3740;CLI3742;0;40;0;1;2;3;3;36853;6;1.652;30;1;321;1
3741;CLI3743;1;50;0;0;2;2;1;26608;8;0.798;30;0;414;3
3742;CLI3744;0;43;8;0;2;2;3;80344;32;1.261;50;0;205;3
3743;CLI3745;1;44;0;0;1;1;1;25205;46;1.882;30;1;311;3
3744;CLI3746;0;32;3;1;1;3;3;26654;41;1.56;30;0;461;1
3745;CLI3747;1;98;8;0;1;2;0;120340;48;0.798;120;0;236;2
3746;CLI3748;0;80;8;0;0;3;0;100069;29;1.346;30;0;297;2
3747;CLI3749;1;31;5;2;1;1;3;26310;37;1.79;30;0;152;1
3748;CLI3750;1;58;0;0;1;1;1;43900;31;1.717;50;0;84;3
3749;CLI3751;1;28;5;2;1;1;3;24688;35;2.996;30;1;218;1
3750;CLI3752;0;21;3;2;1;5;2;20479;26;0.995;30;0;74;1
3751;CLI3753;0;57;0;0;2;2;1;29019;12;1.541;30;0;281;3
3752;CLI3754;0;34;3;1;1;3;3;20303;35;0.663;30;0;398;1
3753;CLI3755;1;39;0;1;1;2;3;27045;5;0.87;30;1;375;1
3754;CLI3756;1;52;0;0;2;2;1;72020;26;0.622;50;0;368;0
3755;CLI3757;1;75;2;0;0;2;1;25133;18;1.033;30;0;371;2
3756;CLI3758;0;46;0;0;2;2;1;113216;11;1.717;50;0;94;3
3757;CLI3759;0;42;1;0;1;1;3;31320;36;1.468;30;0;524;1
3758;CLI3760;1;28;2;2;0;3;3;27836;48;10.635;30;0;140;4
3759;CLI3761;1;41;7;1;1;1;3;22562;24;1.1;30;0;571;1
3760;CLI3762;0;34;3;1;1;1;3;26951;15;1.33;30;1;223;1
3761;CLI3763;1;23;3;2;1;6;2;17647;0;2.927;30;0;482;1
3762;CLI3764;1;31;0;2;2;3;3;27607;32;0.87;30;0;469;1
3763;CLI3765;0;55;0;0;0;8;1;52686;22;1.209;30;1;135;3
3764;CLI3766;0;51;5;0;1;2;1;84514;13;1.17;120;0;332;0
3765;CLI3767;1;21;2;2;1;3;2;20607;33;2.375;30;1;298;1
3766;CLI3768;1;41;0;1;2;2;3;88368;40;0.87;50;1;295;3
3767;CLI3769;1;31;3;2;1;1;3;24489;38;0.916;30;1;146;1
3768;CLI3770;1;78;8;0;1;1;1;68714;11;1.717;30;1;300;2
3769;CLI3771;0;73;6;0;0;2;1;45414;35;1.287;30;1;361;2
3770;CLI3772;0;63;1;0;2;2;1;47163;10;1.58;50;1;132;3
3771;CLI3773;0;95;8;0;1;2;0;125513;31;0.955;50;0;269;2
3772;CLI3774;0;44;0;0;2;2;1;107512;25;1.974;50;0;67;3
3773;CLI3775;0;54;3;0;1;1;1;69462;2;0.935;50;1;311;3
3774;CLI3776;1;45;0;0;2;3;1;26613;46;1.675;30;1;313;3
3775;CLI3777;0;46;4;0;1;4;1;41379;6;1.052;30;0;474;0
3776;CLI3778;0;96;7;0;0;3;0;99678;26;0.857;30;1;295;2
3777;CLI3779;0;88;0;0;2;2;0;98377;9;1.443;50;0;477;0
3778;CLI3780;1;66;0;0;1;1;1;47405;37;11.305;50;0;497;4
3779;CLI3781;1;42;0;0;2;4;3;93325;25;1.698;30;0;465;0
3780;CLI3782;0;81;8;0;0;2;0;126857;13;0.779;50;0;139;2
3781;CLI3783;0;33;5;1;1;5;3;29636;1;0.893;30;0;61;1
3782;CLI3784;0;22;3;2;1;4;2;23885;29;1.236;30;1;216;1
3783;CLI3785;0;47;0;0;1;1;1;117972;24;1.248;50;0;128;3
3784;CLI3786;1;35;5;1;1;4;3;20519;20;0.939;30;0;496;1
3785;CLI3787;1;58;2;0;0;3;1;96595;5;1.404;80;0;497;0
3786;CLI3788;0;25;3;2;1;6;2;23100;34;1.719;30;0;51;1
3787;CLI3789;1;57;0;0;1;1;1;85939;7;1.6;120;1;183;3
3788;CLI3790;0;50;0;0;2;4;1;98429;25;0.798;80;0;120;3
3789;CLI3791;1;24;3;2;1;1;2;12556;29;2.099;30;0;458;1
3790;CLI3792;1;69;7;0;2;5;1;91599;46;0.622;30;0;88;3
3791;CLI3793;0;89;8;0;0;2;0;112783;14;0.7;50;1;251;2
3792;CLI3794;1;39;6;1;1;3;3;27404;10;1.422;30;1;103;1
3793;CLI3795;1;43;0;0;1;3;3;50181;47;0.801;30;0;168;3
3794;CLI3796;1;41;3;1;1;7;3;24458;17;0.663;30;0;283;1
3795;CLI3797;1;91;8;0;0;2;0;41314;27;1.013;50;0;353;2
3796;CLI3798;0;52;4;0;1;2;1;26982;46;0.876;30;0;194;3
3797;CLI3799;1;72;8;0;0;2;1;35593;27;0.681;50;1;228;2
3798;CLI3800;1;28;3;2;1;5;3;22846;32;2.202;30;0;535;1
3799;CLI3801;1;44;0;0;1;3;1;71157;15;1.468;30;1;382;3
3800;CLI3802;1;30;2;2;1;6;3;21271;19;1.261;30;1;222;1
3801;CLI3803;1;21;3;2;1;3;2;23535;46;1.098;30;0;388;1
3802;CLI3804;0;67;4;0;2;3;1;40909;39;1.756;30;0;544;0
3803;CLI3805;0;62;0;0;2;2;1;117212;7;1.287;50;1;219;3
3804;CLI3806;1;58;0;0;1;2;1;105314;41;15.215;50;0;509;4
3805;CLI3807;0;43;0;0;1;1;3;47164;23;1.33;50;1;285;3
3806;CLI3808;1;61;7;0;2;4;1;41787;36;1.385;30;1;387;3
3807;CLI3809;1;72;8;0;1;2;1;34724;17;1.267;30;0;560;2
3808;CLI3810;0;29;4;2;1;6;3;19998;17;0.995;30;1;206;1
3809;CLI3811;0;31;3;2;1;3;3;30048;17;1.1;30;1;387;1
3810;CLI3812;1;44;2;0;0;4;1;99521;43;1.238;30;1;399;3
3811;CLI3813;1;44;7;0;1;1;1;112794;2;1.583;120;0;580;0
3812;CLI3814;1;46;2;0;2;4;1;24971;14;0.935;30;0;296;3
3813;CLI3815;1;41;7;1;1;4;3;57381;9;1.652;30;0;266;1
3814;CLI3816;0;24;3;2;1;5;2;20666;14;2.789;30;0;423;1
3815;CLI3817;0;36;3;1;1;5;3;24393;39;1.261;30;0;97;1
3816;CLI3818;1;31;2;2;2;3;3;27924;18;0.939;30;1;330;1
3817;CLI3819;1;56;0;0;1;2;1;107190;15;1.561;50;0;590;0
3818;CLI3820;0;35;3;1;1;3;3;25306;21;1.859;30;0;447;1
3819;CLI3821;0;36;3;1;0;1;3;20710;14;1.376;30;1;233;1
3820;CLI3822;0;44;5;0;1;1;1;40389;42;1.859;50;0;51;3
3821;CLI3823;1;40;7;1;1;2;3;37310;42;1.813;50;1;242;1
3822;CLI3824;0;30;1;2;1;1;3;22489;17;1.675;30;1;172;1
3823;CLI3825;1;20;3;2;1;3;2;16539;46;2.823;30;0;106;1
3824;CLI3826;1;89;2;0;0;2;0;28973;36;1.326;30;1;279;2
3825;CLI3827;0;65;0;0;1;2;1;111264;25;1.287;50;0;369;0
3826;CLI3828;1;58;2;0;0;3;1;114064;21;1.052;80;0;114;2
3827;CLI3829;1;42;5;0;2;4;3;108151;4;0.962;30;0;164;3
3828;CLI3830;1;22;3;2;1;2;2;15933;16;2.927;30;0;85;1
3829;CLI3831;0;44;5;0;1;1;1;60712;39;1.468;50;0;209;3
3830;CLI3832;1;41;2;1;0;2;3;76132;33;1.813;50;1;202;1
3831;CLI3833;1;34;5;1;1;2;3;31469;3;1.928;30;0;577;1
3832;CLI3834;1;44;2;0;0;3;1;89180;40;1.077;30;1;179;3
3833;CLI3835;1;39;2;1;0;4;3;24976;0;1.284;30;0;95;1
3834;CLI3836;1;39;7;1;1;2;3;20254;12;0.893;30;0;62;1
3835;CLI3837;0;43;0;0;1;3;3;109077;3;2.066;30;0;570;0
3836;CLI3838;1;87;8;0;1;1;0;122588;36;1.091;50;0;105;2
3837;CLI3839;1;46;0;0;2;2;1;87485;20;1.619;50;0;78;3
3838;CLI3840;1;46;4;0;2;3;1;28522;28;1.385;30;0;547;0
3839;CLI3841;0;35;4;1;1;4;3;19316;12;1.606;30;0;231;1
3840;CLI3842;0;57;4;0;2;3;1;113497;47;1.033;80;1;236;3
3841;CLI3843;1;65;0;0;0;2;1;125538;23;1.424;50;0;316;0
3842;CLI3844;1;56;2;0;0;3;1;113088;47;0.798;80;0;373;0
3843;CLI3845;0;35;3;1;1;1;3;19096;13;0.709;30;0;504;1
3844;CLI3846;1;54;0;0;1;1;1;105812;3;0.759;50;0;467;0
3845;CLI3847;0;44;5;0;1;2;1;124224;47;0.778;120;1;243;0
3846;CLI3848;0;67;7;0;1;1;1;55175;24;1.385;50;1;328;2
3847;CLI3849;0;95;8;0;0;2;0;117494;28;0.837;120;0;198;2
3848;CLI3850;0;32;0;1;1;2;3;22817;5;0.801;30;1;254;1
3849;CLI3851;1;51;6;0;1;4;1;108397;6;1.15;30;0;147;3
3850;CLI3852;1;31;0;2;1;3;3;24813;16;1.422;30;0;330;1
3851;CLI3853;0;58;4;0;1;1;1;106529;43;0.642;50;0;232;0
3852;CLI3854;0;72;6;0;1;1;1;122039;39;1.756;120;0;572;0
3853;CLI3855;1;35;7;1;1;6;3;28385;15;0.87;30;0;370;1
3854;CLI3856;0;34;3;1;1;3;3;27840;38;1.744;30;0;253;1
3855;CLI3857;1;28;5;2;1;4;3;31663;13;14.085;30;1;102;4
3856;CLI3858;0;36;4;1;1;3;3;19321;15;0.801;30;0;589;1
3857;CLI3859;0;42;5;0;2;2;3;50514;43;1.675;50;0;219;3
3858;CLI3860;0;47;0;0;2;2;1;46297;2;0.837;50;0;192;3
3859;CLI3861;1;22;3;2;1;2;2;15222;31;1.098;30;1;159;1
3860;CLI3862;1;36;7;1;1;2;3;21160;21;1.698;30;0;153;1
3861;CLI3863;0;55;0;0;2;3;1;57077;42;0.642;30;1;117;3
3862;CLI3864;0;41;4;1;2;4;3;32959;44;1.146;30;0;68;1
3863;CLI3865;1;42;0;0;1;7;3;122364;7;1.238;200;1;216;0
3864;CLI3866;0;47;6;0;1;1;1;68404;13;1.15;30;0;441;0
3865;CLI3867;1;30;3;2;1;4;3;22880;21;0.663;30;0;103;1
3866;CLI3868;1;39;7;1;2;5;3;24056;27;1.146;30;0;66;1
3867;CLI3869;0;40;4;1;1;3;3;129161;9;1.537;200;0;61;0
3868;CLI3870;0;22;6;2;1;2;2;21863;47;2.237;30;1;256;1
3869;CLI3871;0;58;6;0;1;1;1;47939;27;0.935;50;1;358;2
3870;CLI3872;1;40;5;1;1;1;3;116956;28;1.813;120;1;109;3
3871;CLI3873;0;35;4;1;1;2;3;25163;49;1.468;30;0;165;1
3872;CLI3874;1;61;7;0;2;3;1;27854;34;1.58;30;0;587;0
3873;CLI3875;1;41;7;1;2;2;3;53377;26;1.169;50;0;404;1
3874;CLI3876;0;30;3;2;1;1;3;25091;3;1.997;30;0;289;1
3875;CLI3877;1;47;3;0;1;7;1;108362;39;15.215;30;0;394;4
3876;CLI3878;0;35;4;1;1;1;3;23945;46;1.56;30;0;395;1
3877;CLI3879;0;44;7;0;1;1;1;96240;24;1.077;50;1;282;3
3878;CLI3880;0;96;8;0;1;1;0;27611;11;1.365;30;1;207;2
3879;CLI3881;1;95;8;0;1;1;0;83508;36;0.955;120;0;95;2
3880;CLI3882;0;46;4;0;1;1;1;98152;30;1.561;50;0;145;3
3881;CLI3883;1;41;0;1;1;1;3;61878;0;1.721;50;0;444;1
3882;CLI3884;0;28;5;2;1;7;3;28541;14;1.719;30;0;48;1
3883;CLI3885;1;21;5;2;1;4;2;15172;30;3.03;30;0;590;1
3884;CLI3886;1;46;0;0;2;5;1;60222;10;0.759;30;0;363;3
3885;CLI3887;1;36;5;1;1;4;3;21058;33;1.445;30;0;600;1
3886;CLI3888;1;45;0;0;1;2;1;102694;39;1.652;50;0;96;3
3887;CLI3889;0;30;5;2;1;2;3;29233;7;0.755;30;0;433;1
3888;CLI3890;1;92;8;0;1;1;0;83696;2;1.346;120;1;205;2
3889;CLI3891;1;24;3;2;1;4;2;14822;18;2.996;30;0;45;1
3890;CLI3892;0;35;0;1;1;2;3;19904;13;1.56;30;1;277;1
3891;CLI3893;1;91;2;0;0;3;0;73282;17;1.678;80;0;507;2
3892;CLI3894;1;55;0;0;2;3;1;43688;43;0.564;30;0;394;3
3893;CLI3895;0;33;3;1;1;4;3;19258;14;0.709;30;1;218;1
3894;CLI3896;0;25;3;2;1;4;2;19724;32;2.168;30;0;391;1
3895;CLI3897;1;30;0;2;1;8;3;25947;27;0.916;30;0;447;1
3896;CLI3898;0;39;0;1;1;1;3;31347;9;0.985;30;1;238;1
3897;CLI3899;1;25;3;2;1;2;2;21517;30;10.635;30;1;288;4
3898;CLI3900;1;62;0;0;2;3;1;32773;12;0.779;30;1;334;3
3899;CLI3901;0;45;0;0;2;1;1;35703;16;0.985;50;1;278;3
3900;CLI3902;0;28;5;2;1;3;3;19090;35;1.443;30;0;115;1
3901;CLI3903;1;45;5;0;1;2;1;23934;45;2.066;30;0;306;3
3902;CLI3904;0;30;1;2;1;1;3;18638;17;1.468;30;0;460;1
3903;CLI3905;1;47;5;0;2;2;1;23499;43;1.287;30;1;300;3
3904;CLI3906;1;44;0;0;2;5;1;26499;24;0.916;30;0;57;3
3905;CLI3907;0;66;4;0;0;2;1;111710;42;0.661;120;1;283;2
3906;CLI3908;0;50;0;0;2;4;1;94104;40;1.111;30;0;310;3
3907;CLI3909;0;90;8;0;0;2;0;48286;44;1.541;30;1;254;2
3908;CLI3910;0;31;0;2;1;1;3;21615;33;0.939;30;0;415;1
3909;CLI3911;0;69;0;0;0;4;1;58766;12;1.717;80;0;316;0
3910;CLI3912;0;39;0;1;1;2;3;28530;26;1.169;30;0;243;1
3911;CLI3913;0;98;8;0;0;2;0;55890;9;1.58;30;1;140;2
3912;CLI3914;1;22;3;2;1;4;2;16341;1;1.961;30;0;536;1
3913;CLI3915;0;44;3;0;1;1;1;61753;49;2.066;50;1;277;3
3914;CLI3916;1;51;0;0;2;2;1;84398;10;1.365;120;1;259;3
3915;CLI3917;1;28;6;2;1;3;3;29111;17;1.685;30;0;149;1
3916;CLI3918;0;51;7;0;1;3;1;62734;5;1.267;80;1;137;3
3917;CLI3919;1;54;0;0;2;4;1;80468;0;0.661;80;0;371;0
3918;CLI3920;0;52;0;0;1;2;1;108032;18;0.974;50;0;288;0
3919;CLI3921;1;33;0;1;2;2;3;26796;10;1.1;30;1;224;1
3920;CLI3922;0;44;5;0;1;1;1;92897;21;1.077;50;1;234;3
3921;CLI3923;1;43;3;0;2;5;3;83161;21;1.353;30;1;202;3
3922;CLI3924;1;67;0;0;2;5;1;103208;13;0.72;30;0;156;3
3923;CLI3925;0;31;4;2;1;4;3;29165;26;0.985;30;0;319;1
3924;CLI3926;1;20;3;2;1;3;2;16663;19;12.015;30;0;78;4
3925;CLI3927;0;61;0;0;2;4;1;84511;11;0.876;80;0;254;0
3926;CLI3928;1;43;4;0;1;2;3;96971;46;1.399;120;0;531;0
3927;CLI3929;0;52;4;0;2;1;1;127225;24;1.541;120;0;127;0
3928;CLI3930;0;32;5;1;1;5;3;25287;15;0.939;30;0;459;1
3929;CLI3931;1;73;4;0;1;2;1;124141;5;1.15;120;0;515;0
3930;CLI3932;0;51;4;0;1;1;1;103115;40;0.798;50;0;370;0
3931;CLI3933;0;57;0;0;2;3;1;95064;24;1.052;80;0;456;0
3932;CLI3934;0;25;3;2;1;4;2;31708;19;0.995;30;0;457;1
3933;CLI3935;0;92;8;0;0;2;0;36585;43;1.561;30;0;96;2
3934;CLI3936;0;30;3;2;1;3;3;28129;4;2.066;30;0;120;1
3935;CLI3937;0;41;0;1;2;3;3;66886;22;2.02;30;0;196;1
3936;CLI3938;0;51;1;0;1;1;1;50265;35;1.228;30;1;288;3
3937;CLI3939;0;24;3;2;1;3;2;18580;10;1.857;30;0;127;1
3938;CLI3940;1;46;0;0;2;2;1;95009;16;1.033;50;0;572;0
3939;CLI3941;0;39;0;1;1;2;3;22910;4;1.836;30;0;178;1
3940;CLI3942;1;43;2;0;0;3;3;56793;37;1.56;30;1;306;1
3941;CLI3943;0;30;3;2;1;4;3;28954;8;0.985;30;0;147;1
3942;CLI3944;1;72;4;0;0;2;1;52217;43;1.346;30;0;346;2
3943;CLI3945;0;43;0;0;2;3;3;25000;27;1.146;30;1;117;3
3944;CLI3946;0;24;7;2;1;3;2;15237;41;1.616;30;0;534;1
3945;CLI3947;1;34;0;1;1;4;3;28692;3;1.284;30;0;412;1
3946;CLI3948;0;53;4;0;2;6;1;23102;17;1.541;30;0;423;3
3947;CLI3949;0;64;0;0;2;2;1;127013;11;0.642;50;1;257;3
