Unnamed: 0,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Dias_cliente,Cluster asignado
2422,58,0,0,1,1,1,36359,0,0.896,50,272,2
2423,31,3,2,1,5,3,25143,31,1.468,30,456,2
2424,35,0,1,1,3,3,24361,29,1.031,30,543,2
2425,34,6,1,1,1,3,22668,41,1.399,30,152,2
2426,33,3,1,1,4,3,18785,25,1.675,30,167,2
2427,34,5,1,1,4,3,25373,36,1.192,30,220,2
2428,52,0,0,1,1,1,108285,21,1.658,50,330,4
2429,54,0,0,2,2,1,66133,5,1.639,50,184,3
2430,41,2,1,0,3,3,91567,5,0.893,30,173,1
2431,52,0,0,2,4,1,127862,29,0.74,80,301,4
2432,57,2,0,0,2,1,72399,46,1.287,50,470,3
2433,22,7,2,1,7,2,12276,24,2.409,30,115,2
2434,87,8,0,0,2,0,59031,16,1.385,30,259,0
2435,52,2,0,0,6,1,43801,27,1.189,30,317,0
2436,22,3,2,1,4,2,14710,33,1.029,30,75,2
2437,25,3,2,1,4,2,28971,13,2.03,30,363,2
2438,32,4,1,1,4,3,21150,23,1.215,30,586,2
2439,36,4,1,1,1,3,23241,23,1.583,30,288,2
2440,23,3,2,1,4,2,22232,4,10.635,30,505,2
2441,20,3,2,1,4,2,22275,40,2.271,30,490,2
2442,77,8,0,0,2,1,51648,10,0.955,50,193,0
2443,62,0,0,2,2,1,53110,37,0.857,50,594,0
2444,46,0,0,2,2,1,53937,22,0.72,50,187,0
2445,31,3,2,1,2,3,25822,39,1.1,30,347,2
2446,45,2,0,0,4,1,45652,20,1.215,30,397,0
2447,89,8,0,1,1,0,70774,34,1.6,50,330,3
2448,33,0,1,1,2,3,21422,48,1.997,30,366,2
2449,58,8,0,1,2,1,67847,22,0.896,30,447,3
2450,29,2,2,1,4,3,29051,35,1.995,30,567,2
2451,56,0,0,1,3,1,128924,12,1.502,80,266,4
2452,21,0,2,1,7,2,23186,10,2.616,30,37,2
2453,83,8,0,0,2,0,82623,31,0.876,50,355,3
2454,56,4,0,1,1,1,107923,1,0.7,50,255,4
2455,77,1,0,1,2,1,47692,44,1.072,50,195,0
2456,42,5,0,1,1,3,33538,26,0.663,30,299,2
2457,23,3,2,1,4,2,20061,26,1.236,30,600,2
2458,88,8,0,1,1,0,55867,19,1.424,30,276,0
2459,21,0,2,0,2,2,22168,45,2.616,30,189,2
2460,36,7,1,1,1,3,26041,24,1.813,30,226,2
2461,53,7,0,2,6,1,26365,25,1.619,30,401,2
2462,36,3,1,1,3,3,18103,26,1.261,30,523,2
2463,36,4,1,1,3,3,26450,17,0.893,30,538,2
2464,34,3,1,1,4,3,18322,30,1.629,30,148,2
2465,53,0,0,2,2,1,60718,42,1.424,50,73,3
2466,54,4,0,2,8,1,108275,32,1.737,30,576,4
2467,42,0,0,1,1,3,114495,23,1.813,120,215,4
2468,43,0,0,1,1,3,92032,23,0.709,50,593,1
2469,51,7,0,2,2,1,53521,1,1.17,50,346,0
2470,45,0,0,2,2,1,67910,40,1.882,50,392,3
2471,34,0,1,0,3,3,27009,1,0.847,30,172,2
2472,41,7,1,2,2,3,42746,19,1.813,50,114,0
2473,64,4,0,1,1,1,30689,2,1.58,30,75,2
2474,54,4,0,2,2,1,111978,47,0.583,50,455,4
2475,52,6,0,1,1,1,64995,30,1.287,30,396,3
2476,33,3,1,1,4,3,30300,47,1.445,30,241,2
2477,45,7,0,1,1,1,82321,6,1.077,120,199,3
2478,36,5,1,1,2,3,23231,3,1.974,30,192,2
2479,36,3,1,1,4,3,23673,30,1.514,30,228,2
2480,30,3,2,1,1,3,31245,40,1.1,30,51,2
2481,50,5,0,1,2,1,31993,18,0.896,30,345,2
2482,50,1,0,1,1,1,54083,24,0.661,50,221,0
2483,39,6,1,1,1,3,20053,7,0.985,30,200,2
2484,23,7,2,1,4,2,14956,13,1.305,30,576,2
2485,40,0,1,1,2,3,95665,38,2.066,50,36,1
2486,62,8,0,1,1,1,61006,15,0.935,30,329,3
2487,31,0,2,1,5,3,25018,42,1.307,30,284,2
2488,98,8,0,0,2,0,45655,4,1.482,30,372,0
2489,53,2,0,0,4,1,23456,30,0.583,30,360,2
2490,52,7,0,0,5,1,62984,1,1.306,30,595,3
2491,25,3,2,1,3,2,29489,15,2.616,30,194,2
2492,20,3,2,1,4,2,16508,42,2.547,30,82,2
2493,64,8,0,0,2,1,84498,49,1.091,50,466,1
2494,46,7,0,2,3,1,95377,22,1.346,30,218,1
2495,24,3,2,1,3,2,17345,47,2.202,30,338,2
2496,55,0,0,1,1,1,119603,14,1.013,50,367,4
2497,44,7,0,1,2,1,116586,8,1.905,50,516,4
2498,80,2,0,0,2,0,40578,45,1.228,30,490,0
2499,30,0,2,1,1,3,20278,32,1.721,30,461,2
2500,44,0,0,2,3,1,93551,31,1.905,30,451,1
2501,89,8,0,1,1,0,81538,44,1.033,120,465,3
2502,41,0,1,2,3,3,50248,42,1.054,30,167,0
2503,43,5,0,1,2,3,68264,24,0.709,30,232,3
2504,91,8,0,0,3,0,97276,10,0.798,30,567,1
2505,61,0,0,1,1,1,70407,6,1.717,50,61,3
2506,56,5,0,1,3,1,55683,30,1.111,80,318,0
2507,46,4,0,2,4,1,34418,36,0.642,30,386,2
2508,30,0,2,1,4,3,18924,18,0.985,30,534,2
2509,58,2,0,0,2,1,25412,45,0.876,30,152,2
2510,44,4,0,2,7,1,62101,0,0.87,30,402,3
2511,68,0,0,2,9,1,61432,8,1.502,30,416,3
2512,23,3,2,1,5,2,18056,18,1.374,30,591,2
2513,44,7,0,2,2,1,64039,31,1.836,50,136,3
2514,30,3,2,1,3,3,27884,38,1.376,30,410,2
2515,92,8,0,0,2,0,103378,25,0.896,120,276,1
2516,29,5,2,1,1,3,23482,18,1.167,30,338,2
2517,29,0,2,1,4,3,29207,35,3.03,30,458,2
2518,36,7,1,1,1,3,26564,32,1.951,30,143,2
2519,30,0,2,1,1,3,30972,16,1.79,30,65,2
2520,51,7,0,2,5,1,66090,0,0.603,30,291,3
2521,31,5,2,1,5,3,20087,46,0.778,30,95,2
2522,28,3,2,1,3,3,21833,4,2.789,30,368,2
2523,52,6,0,2,3,1,57016,5,0.974,80,266,0
2524,35,0,1,1,4,3,18705,7,0.962,30,257,2
2525,23,3,2,1,4,2,13500,43,2.306,30,389,2
2526,80,8,0,0,4,0,94738,34,1.697,80,519,1
2527,39,0,1,2,2,3,22634,19,1.376,30,69,2
2528,57,0,0,1,1,1,49054,40,0.955,50,285,0
2529,44,0,0,1,2,1,32963,1,0.985,30,391,2
2530,34,3,1,1,1,3,19449,28,0.939,30,363,2
2531,97,8,0,0,2,0,123295,9,0.74,50,556,4
2532,43,8,0,1,1,3,122199,39,1.307,120,322,4
2533,45,0,0,1,2,1,91808,10,1.215,50,342,1
2534,80,0,0,2,2,0,101514,4,1.346,50,311,1
2535,50,0,0,2,5,1,26576,18,0.955,30,345,2
2536,45,7,0,1,4,1,107513,23,1.284,30,576,4
2537,83,8,0,0,2,0,31392,10,0.955,30,459,2
2538,43,7,0,1,2,3,39086,33,0.709,50,433,0
2539,98,8,0,0,2,0,97393,21,1.756,120,375,1
2540,50,5,0,1,1,1,128573,21,0.661,50,195,4
2541,55,0,0,2,2,1,63087,44,1.756,50,236,3
2542,47,3,0,0,2,1,21880,32,1.072,30,547,2
2543,55,2,0,2,4,1,22923,40,1.385,30,280,2
2544,58,7,0,1,1,1,53664,32,1.267,30,458,0
2545,41,4,1,2,3,3,117100,17,1.077,30,170,4
2546,44,0,0,1,2,1,113823,39,1.008,120,523,4
2547,84,8,0,1,1,0,40317,43,1.737,50,211,0
2548,30,1,2,2,2,3,30598,27,1.054,30,168,2
2549,45,0,0,1,2,1,118011,44,1.537,50,302,4
2550,55,7,0,1,2,1,45889,1,1.658,50,61,0
2551,62,2,0,0,5,1,40044,24,1.15,30,179,0
2552,31,7,2,2,2,3,18828,6,0.893,30,162,2
2553,51,6,0,1,1,1,111765,33,1.326,50,179,4
2554,79,5,0,2,2,0,58330,1,1.326,50,43,0
2555,45,5,0,1,1,1,94884,7,1.445,120,183,1
2556,31,0,2,1,2,3,19456,42,1.261,30,258,2
2557,30,0,2,2,2,3,24055,43,2.043,30,466,2
2558,35,3,1,1,4,3,31204,48,0.87,30,275,2
2559,22,5,2,1,4,2,23612,11,1.788,30,226,2
2560,50,2,0,1,5,1,45199,29,0.622,30,584,0
2561,65,0,0,1,2,1,100813,7,0.994,50,35,1
2562,51,6,0,1,1,1,125979,9,1.326,50,186,4
2563,51,0,0,2,3,1,22432,35,0.935,30,107,2
2564,45,0,0,1,2,1,127370,22,1.008,50,45,4
2565,77,8,0,0,2,1,112893,36,1.561,50,273,4
2566,28,1,2,1,1,3,19099,8,1.098,30,146,2
2567,46,0,0,2,3,1,95938,22,0.603,80,282,1
2568,66,4,0,0,9,1,112542,15,1.639,30,323,4
2569,41,4,1,1,1,3,51406,9,1.882,50,183,0
2570,20,3,2,1,7,2,14211,31,11.325,30,231,2
2571,57,0,0,2,3,1,57864,10,1.678,80,203,0
2572,35,0,1,1,4,3,18631,39,0.755,30,292,2
2573,81,8,0,1,1,0,98352,47,1.482,120,470,1
2574,32,3,1,2,2,3,28475,5,1.491,30,319,2
2575,41,7,1,2,3,3,89926,15,0.801,30,335,1
2576,50,7,0,2,3,1,111676,32,0.74,30,595,4
2577,24,3,2,1,4,2,15327,2,1.305,30,361,2
2578,66,4,0,1,1,1,96595,2,0.955,50,326,1
2579,56,0,0,2,2,1,75310,25,0.74,50,478,3
2580,65,0,0,2,2,1,56109,25,1.678,50,215,0
2581,61,0,0,2,2,1,80727,49,1.6,50,241,3
2582,24,3,2,1,3,2,17197,17,0.995,30,422,2
2583,20,0,2,1,4,2,17710,22,2.685,30,111,2
2584,92,8,0,0,2,0,31581,21,1.541,30,237,2
2585,39,0,1,1,1,3,19887,47,1.721,30,307,2
2586,55,7,0,2,3,1,104056,42,1.072,80,340,1
2587,80,0,0,0,3,0,106002,9,0.74,80,363,1
2588,25,4,2,1,4,2,25164,36,11.325,30,237,2
2589,33,7,1,1,5,3,23754,32,0.801,30,70,2
2590,23,3,2,1,5,2,23140,3,1.961,30,402,2
2591,20,3,2,1,4,2,13424,34,2.237,30,60,2
2592,51,0,0,2,3,1,60900,26,1.111,80,186,3
2593,35,7,1,1,2,3,27374,45,1.514,30,354,2
2594,40,3,1,1,3,3,70570,18,2.02,30,491,3
2595,41,5,1,1,2,3,72616,11,1.514,30,211,3
2596,46,7,0,1,1,1,25813,19,1.463,30,469,2
2597,39,5,1,1,1,3,26256,21,1.307,30,478,2
2598,46,3,0,2,2,1,120369,4,1.756,50,418,4
2599,36,1,1,1,1,3,27322,18,1.698,30,513,2
2600,39,4,1,0,2,3,26828,11,0.755,30,541,2
2601,65,0,0,2,5,1,37977,15,1.228,30,210,0
2602,77,0,0,1,1,1,69204,48,0.7,50,425,3
2603,58,7,0,1,1,1,82546,28,1.541,120,119,3
2604,88,8,0,0,2,0,23423,5,1.717,30,227,2
2605,62,2,0,0,3,1,50191,4,1.678,30,459,0
2606,43,0,0,2,2,3,38942,44,1.56,50,301,0
2607,80,0,0,2,3,0,98964,7,1.287,80,109,1
2608,64,0,0,2,5,1,79106,8,1.248,30,242,3
2609,33,1,1,1,9,3,31425,14,1.997,30,129,2
2610,25,3,2,1,3,2,19429,7,1.961,30,361,2
2611,65,0,0,2,4,1,87235,46,0.74,80,174,1
2612,62,5,0,1,2,1,116999,36,1.482,50,134,4
2613,44,0,0,1,1,1,41894,26,1.721,50,142,0
2614,75,0,0,1,2,1,46073,48,0.622,50,150,0
2615,32,0,1,1,6,3,31593,38,2.066,30,363,2
2616,61,0,0,2,3,1,123667,12,0.622,80,243,4
2617,23,3,2,1,4,2,12131,3,2.133,30,281,2
2618,21,4,2,1,4,2,15595,16,2.513,30,271,2
2619,45,3,0,2,4,1,72209,16,1.192,30,224,3
2620,45,0,0,1,1,1,50498,44,0.663,50,130,0
2621,36,5,1,1,2,3,21173,41,1.008,30,45,2
2622,34,0,1,2,2,3,28007,44,1.031,30,164,2
2623,45,0,0,1,1,1,117249,46,1.031,50,79,4
2624,39,2,1,0,4,3,27927,22,0.686,30,368,2
2625,45,7,0,2,2,1,117047,11,1.054,50,216,4
2626,89,8,0,0,2,0,104985,2,1.326,50,167,1
2627,29,3,2,1,3,3,20428,47,0.995,30,411,2
2628,46,2,0,0,5,1,78677,35,0.974,30,595,3
2629,58,0,0,2,2,1,89062,6,0.974,50,280,1
2630,36,7,1,2,3,3,23745,18,1.905,30,264,2
2631,43,0,0,1,2,3,51827,27,1.698,50,38,0
2632,91,2,0,0,2,0,107759,17,0.681,50,354,4
2633,28,0,2,1,3,3,31580,3,2.996,30,312,2
2634,44,7,0,1,2,1,32889,39,1.33,30,567,2
2635,24,3,2,1,4,2,23274,48,0.995,30,566,2
2636,41,0,1,2,2,3,61340,11,1.399,50,395,3
2637,72,0,0,1,2,1,87786,20,1.306,50,506,1
2638,54,0,0,2,2,1,129522,20,0.72,50,209,4
2639,42,4,0,1,2,3,62671,19,1.215,50,307,3
2640,72,0,0,2,2,1,108546,4,1.561,50,135,4
2641,53,4,0,2,5,1,107116,3,1.678,30,420,1
2642,57,7,0,1,4,1,65351,3,0.935,80,244,3
2643,80,8,0,1,1,0,129414,45,1.248,50,492,4
2644,53,4,0,1,1,1,81949,38,0.583,50,239,3
2645,28,5,2,1,2,3,22313,36,2.513,30,230,2
2646,34,3,1,1,3,3,29117,10,1.813,30,277,2
2647,28,7,2,1,9,3,18028,10,3.099,30,487,2
2648,23,5,2,1,1,2,19202,21,3.065,30,582,2
2649,22,3,2,1,4,2,18722,32,14.085,30,126,2
2650,28,2,2,1,3,3,18324,20,1.512,30,595,2
2651,28,0,2,1,2,3,26675,14,2.616,30,95,2
2652,32,7,1,1,3,3,31934,29,1.1,30,213,2
2653,79,7,0,2,3,0,96233,15,1.091,30,208,1
2654,53,0,0,0,2,1,79268,31,0.72,50,408,3
2655,31,5,2,1,5,3,20470,5,1.077,30,579,2
2656,46,0,0,0,3,1,58017,12,0.779,80,153,0
2657,35,0,1,1,3,3,18241,3,1.146,30,193,2
2658,54,0,0,1,1,1,40387,12,1.287,50,379,0
2659,61,0,0,2,2,1,105539,3,0.974,50,107,1
2660,44,0,0,2,3,1,58726,48,1.468,30,397,0
2661,41,5,1,1,3,3,47268,15,0.985,30,371,0
2662,30,3,2,1,4,3,25527,24,1.79,30,106,2
2663,35,1,1,0,2,3,24241,4,1.008,30,531,2
2664,40,2,1,0,4,3,72526,33,1.008,30,277,3
2665,31,1,2,1,1,3,27273,18,1.629,30,276,2
2666,79,7,0,2,1,0,62339,47,1.228,30,167,3
2667,20,7,2,1,4,2,23994,36,2.961,30,33,2
2668,40,0,1,1,1,3,35939,42,1.284,50,581,2
2669,32,1,1,0,3,3,23004,43,0.824,30,167,2
2670,97,8,0,0,2,0,60286,47,1.111,50,345,0
2671,42,4,0,1,1,3,66411,31,1.56,50,546,3
2672,96,8,0,1,1,0,99698,19,1.209,50,241,1
2673,56,0,0,1,3,1,33534,17,0.681,30,179,2
2674,56,7,0,2,4,1,113828,25,0.935,80,316,4
2675,34,0,1,1,2,3,21348,8,2.043,30,225,2
2676,52,0,0,2,3,1,34457,24,0.642,30,270,2
2677,77,0,0,0,2,1,40347,43,15.215,30,331,0
2678,34,3,1,1,4,3,19684,1,1.077,30,187,2
2679,32,3,1,1,6,3,27074,15,0.824,30,76,2
2680,22,3,2,1,1,2,23545,11,2.789,30,182,2
2681,45,0,0,1,1,1,56305,31,0.732,50,332,0
2682,75,7,0,2,2,1,97487,43,1.482,120,565,1
2683,31,0,2,1,2,3,28676,2,1.376,30,419,2
2684,35,5,1,1,4,3,22068,8,0.939,30,48,2
2685,83,8,0,1,1,0,43930,23,1.541,50,107,0
2686,43,3,0,1,1,3,61348,16,1.422,50,210,3
2687,20,3,2,1,3,2,19680,7,2.34,30,406,2
2688,46,0,0,2,2,1,97260,38,1.482,50,361,1
2689,53,2,0,2,4,1,23398,11,1.365,30,214,2
2690,77,0,0,0,2,1,38962,9,1.737,50,462,0
2691,50,0,0,2,2,1,126515,22,1.052,50,317,4
2692,32,3,1,1,4,3,18295,11,2.066,30,481,2
2693,55,7,0,2,3,1,56502,32,1.678,80,290,0
2694,24,3,2,1,6,2,16481,44,1.926,30,342,2
2695,51,0,0,1,2,1,45467,47,1.639,50,216,0
2696,43,0,0,1,2,3,24490,41,1.79,30,560,2
2697,89,8,0,0,2,0,96536,37,1.111,50,531,1
2698,54,0,0,2,3,1,83324,2,1.306,80,559,3
2699,47,5,0,1,1,1,113853,1,1.482,50,548,4
2700,73,0,0,0,2,1,98421,4,0.896,50,569,1
2701,58,0,0,1,2,1,122564,46,0.876,50,152,4
2702,32,0,1,1,1,3,27005,20,1.997,30,266,2
2703,95,8,0,0,2,0,65788,9,1.385,50,227,3
2704,77,0,0,2,3,1,102150,19,1.287,80,157,1
2705,40,0,1,2,2,3,87553,13,0.847,50,333,1
2706,39,0,1,1,2,3,29873,9,1.652,30,208,2
2707,46,0,0,0,2,1,66650,21,1.6,50,238,3
2708,54,5,0,0,3,1,21810,40,0.564,30,224,2
2709,22,0,2,1,3,2,19566,15,2.685,30,357,2
2710,30,4,2,2,9,3,30255,46,1.33,30,220,2
2711,62,0,0,1,1,1,78587,3,0.896,50,386,3
2712,74,0,0,1,1,1,83459,29,1.111,120,151,3
2713,56,0,0,1,1,1,34802,14,0.857,30,367,2
2714,54,0,0,2,3,1,103510,32,1.756,80,191,1
2715,56,0,0,1,3,1,123881,41,1.756,200,285,4
2716,29,0,2,1,9,3,23601,1,2.927,30,557,2
2717,65,7,0,1,3,1,118386,46,1.424,80,537,4
2718,34,7,1,1,1,3,26526,19,1.008,30,415,2
2719,47,2,0,0,3,1,42204,29,0.935,30,466,0
2720,65,2,0,2,5,1,127094,28,0.974,200,352,4
2721,39,4,1,1,1,3,23032,42,1.813,30,330,2
2722,20,3,2,1,1,2,13706,6,2.72,30,125,2
2723,53,7,0,1,2,1,28560,0,1.287,30,246,2
2724,97,8,0,0,2,0,79193,35,1.619,50,239,3
2725,33,3,1,1,6,3,29078,16,1.629,30,378,2
2726,24,3,2,1,3,2,21143,29,3.065,30,59,2
2727,73,0,0,0,2,1,75910,4,0.583,50,280,3
2728,89,4,0,0,2,0,127887,32,1.346,120,138,4
2729,40,5,1,2,2,3,34380,6,1.951,30,340,2
2730,33,5,1,2,2,3,24940,17,1.031,30,275,2
2731,55,4,0,1,1,1,90949,47,1.756,50,118,1
2732,56,0,0,1,2,1,49859,4,1.697,50,281,0
2733,73,8,0,0,3,1,22906,28,1.619,30,33,2
2734,43,4,0,2,2,3,37335,19,1.606,50,151,0
2735,31,7,2,1,5,3,18179,0,1.606,30,136,2
2736,39,2,1,2,3,3,28916,46,0.824,30,450,2
2737,55,0,0,1,1,1,74614,35,1.052,50,361,3
2738,30,7,2,1,2,3,29006,23,1.836,30,470,2
2739,66,6,0,0,5,1,95296,19,0.974,30,599,1
2740,57,7,0,2,4,1,31842,48,1.111,30,538,2
2741,35,6,1,1,3,3,29545,10,1.928,30,262,2
2742,46,5,0,1,1,1,47680,15,0.896,50,213,0
2743,53,7,0,1,2,1,80064,36,0.72,50,305,3
2744,83,8,0,0,2,0,33015,31,1.228,30,172,2
2745,29,1,2,1,2,3,19378,6,2.306,30,252,2
2746,23,3,2,1,7,2,17910,39,1.029,30,174,2
2747,58,0,0,1,1,1,33302,22,1.658,30,171,2
2748,35,5,1,1,3,3,21633,37,1.629,30,479,2
2749,62,5,0,2,2,1,103335,2,0.661,50,205,1
2750,40,0,1,1,4,3,91809,2,1.468,30,129,1
2751,91,8,0,1,2,0,58092,5,0.661,50,233,0
2752,46,2,0,1,2,1,119608,19,1.717,50,547,4
2753,73,8,0,0,2,1,113222,27,1.639,120,181,4
2754,68,2,0,0,2,1,43305,31,1.463,50,303,0
2755,44,2,0,1,4,1,112120,26,1.974,30,592,4
2756,42,0,0,1,1,3,83218,22,0.939,50,589,3
2757,20,3,2,1,5,2,15048,26,1.754,30,117,2
2758,68,0,0,1,2,1,115699,7,15.215,50,146,4
2759,25,3,2,1,4,2,24175,7,2.478,30,278,2
2760,62,8,0,2,2,1,94411,20,1.033,50,434,1
2761,46,0,0,1,1,1,121571,35,0.837,50,191,4
2762,35,6,1,1,4,3,26848,18,1.836,30,326,2
2763,31,6,2,1,5,3,29988,6,1.606,30,283,2
2764,85,8,0,1,1,0,81386,14,0.837,120,357,3
2765,39,2,1,0,4,3,28620,14,1.146,30,183,2
2766,33,3,1,1,1,3,23946,21,1.192,30,389,2
2767,58,4,0,1,2,1,75688,26,1.091,50,88,3
2768,30,8,2,1,1,3,22260,47,1.882,30,97,2
2769,58,7,0,2,4,1,37181,7,1.228,30,116,0
2770,57,2,0,0,4,1,49867,26,0.583,30,127,0
2771,32,5,1,1,3,3,25278,42,1.307,30,420,2
2772,40,0,1,1,3,3,41668,47,1.261,30,174,0
2773,45,0,0,1,1,1,116184,3,1.468,50,50,4
2774,79,2,0,0,4,0,126076,43,0.955,80,364,4
2775,55,4,0,1,2,1,65695,17,1.091,50,479,3
2776,87,8,0,0,2,0,74496,49,1.287,50,276,3
2777,25,6,2,1,4,2,26985,1,14.085,30,418,2
2778,28,3,2,1,1,3,21985,49,1.719,30,214,2
2779,44,5,0,1,1,1,65394,8,1.238,50,207,3
2780,30,3,2,2,2,3,19046,26,0.847,30,348,2
2781,68,0,0,2,7,1,63737,22,0.935,30,319,3
2782,32,3,1,2,2,3,30896,48,1.261,30,553,2
2783,34,5,1,1,2,3,18641,30,1.767,30,419,2
2784,41,4,1,2,2,3,59260,9,1.514,30,484,0
2785,31,3,2,1,4,3,18542,0,1.146,30,537,2
2786,29,0,2,1,5,3,21463,6,2.858,30,190,2
2787,36,3,1,1,3,3,18557,36,1.767,30,248,2
2788,65,0,0,1,4,1,27441,16,1.111,30,263,2
2789,63,0,0,2,2,1,91952,7,1.365,50,148,1
2790,47,6,0,1,1,1,30283,34,1.091,30,485,2
2791,55,7,0,2,4,1,123996,12,1.15,80,353,4
2792,32,0,1,1,2,3,28460,37,1.399,30,500,2
2793,32,4,1,1,5,3,20389,35,1.468,30,370,2
2794,31,5,2,0,8,3,18688,40,1.031,30,222,2
2795,41,0,1,1,2,3,45103,29,1.376,50,523,0
2796,83,8,0,0,4,0,46431,39,1.228,30,236,0
2797,21,7,2,1,6,2,17294,0,3.065,30,204,2
2798,46,0,0,1,1,1,116344,1,0.974,50,348,4
2799,24,3,2,1,5,2,18942,8,1.995,30,558,2
2800,31,5,2,2,2,3,24552,35,1.606,30,124,2
2801,50,0,0,2,4,1,41136,12,0.564,30,583,0
2802,56,7,0,1,3,1,114005,35,0.603,80,319,4
2803,44,7,0,1,1,1,94739,25,1.399,120,198,1
2804,46,0,0,1,1,1,117241,45,0.915,50,271,4
2805,54,0,0,1,1,1,41104,39,1.072,50,135,0
2806,51,8,0,2,3,1,23986,9,1.17,30,259,2
2807,51,7,0,1,2,1,60605,23,0.994,30,120,3
2808,32,0,1,2,3,3,18062,10,1.169,30,369,2
2809,79,8,0,0,2,0,110853,6,1.756,50,128,4
2810,29,3,2,1,3,3,27415,30,1.65,30,140,2
2811,55,4,0,2,3,1,61476,38,1.209,80,233,3
2812,36,5,1,1,3,3,21471,29,1.1,30,42,2
2813,63,5,0,1,1,1,93521,34,1.561,50,447,1
2814,39,0,1,2,2,3,22496,1,1.284,30,194,2
2815,56,0,0,2,6,1,97829,5,0.681,30,553,1
2816,57,7,0,2,6,1,103600,41,0.896,30,130,1
2817,22,7,2,1,2,2,18070,41,1.374,30,544,2
2818,36,6,1,1,6,3,19458,33,0.663,30,219,2
2819,64,0,0,2,3,1,63815,32,0.661,80,342,3
2820,41,0,1,1,1,3,23348,43,2.066,30,56,2
2821,42,5,0,1,4,3,66793,21,0.663,30,454,3
2822,30,3,2,1,1,3,19016,24,1.606,30,134,2
2823,47,7,0,1,2,1,28422,2,1.443,30,356,2
2824,20,3,2,1,5,2,20303,30,2.064,30,381,2
2825,32,3,1,1,3,3,19706,27,1.284,30,244,2
2826,95,8,0,2,2,0,102388,47,1.306,120,102,1
2827,35,3,1,1,5,3,20915,17,1.422,30,572,2
2828,57,4,0,1,6,1,33946,36,15.215,30,311,2
2829,58,0,0,2,4,1,51734,39,1.346,30,395,0
2830,32,3,1,1,3,3,23841,27,1.79,30,300,2
2831,64,0,0,1,1,1,94109,45,0.72,50,143,1
2832,24,3,2,1,5,2,14170,0,1.685,30,193,2
2833,79,8,0,0,1,0,97281,47,0.974,120,457,1
2834,43,0,0,2,4,3,55752,38,1.123,30,215,0
2835,44,4,0,2,3,1,24485,37,0.778,30,185,2
2836,25,3,2,1,5,2,19184,10,1.029,30,285,2
2837,87,8,0,0,3,0,106398,49,0.837,80,367,1
2838,77,8,0,0,2,1,101149,37,1.424,50,157,1
2839,30,0,2,1,6,3,22829,17,1.261,30,163,2
2840,52,2,0,0,2,1,23400,9,1.17,30,322,2
2841,64,2,0,2,4,1,56008,39,0.681,80,188,0
2842,29,7,2,0,6,3,22827,25,1.581,30,294,2
2843,44,4,0,2,5,1,112775,18,1.261,30,145,4
2844,39,2,1,2,2,3,22510,30,1.399,30,570,2
2845,34,3,1,1,2,3,30493,45,1.261,30,231,2
2846,47,0,0,0,4,1,102094,12,0.759,80,259,1
2847,23,5,2,1,3,2,23831,2,2.478,30,102,2
2848,32,0,1,1,3,3,29923,17,0.962,30,238,2
2849,20,3,2,1,3,2,12226,40,14.775,30,386,2
2850,31,0,2,1,3,3,30588,0,0.755,30,562,2
2851,30,3,2,1,4,3,25879,0,1.79,30,325,2
2852,52,5,0,2,2,1,114132,40,0.779,50,229,4
2853,57,6,0,0,4,1,65684,47,1.15,80,409,3
2854,46,6,0,1,2,1,31592,2,0.974,30,67,2
2855,63,0,0,0,3,1,81588,24,1.58,80,341,3
2856,67,2,0,0,2,1,98112,5,0.876,50,520,1
2857,36,0,1,1,3,3,21868,9,1.077,30,179,2
2858,45,0,0,2,4,1,60735,11,1.767,30,303,3
2859,43,5,0,1,3,3,102541,10,2.066,30,95,1
2860,44,5,0,1,2,1,34724,7,1.514,30,56,2
2861,57,0,0,1,3,1,99999,46,1.346,80,179,1
2862,53,0,0,2,2,1,59789,7,1.267,50,219,0
2863,36,5,1,1,3,3,27185,6,0.916,30,248,2
2864,47,0,0,1,1,1,114302,14,1.6,50,530,4
2865,56,0,0,1,1,1,114863,44,1.306,50,558,4
2866,40,7,1,1,2,3,73809,25,1.583,50,399,3
2867,42,7,0,1,2,3,114557,43,1.445,50,315,4
2868,33,0,1,1,5,3,26918,16,0.916,30,444,2
2869,43,6,0,1,4,3,29840,37,1.79,30,429,2
2870,51,7,0,1,2,1,38805,38,1.326,50,316,0
2871,47,2,0,0,4,1,25732,42,0.915,30,38,2
2872,77,8,0,0,2,1,31717,9,1.365,30,37,2
2873,45,7,0,1,1,1,26387,47,1.146,30,340,2
2874,43,4,0,1,1,3,86836,44,0.732,50,113,1
2875,56,0,0,1,2,1,64690,16,11.305,50,417,3
2876,22,3,2,1,4,2,22712,0,2.099,30,115,2
2877,33,5,1,2,2,3,25022,37,1.054,30,179,2
2878,29,6,2,1,1,3,23948,26,2.34,30,423,2
2879,34,6,1,1,1,3,25525,35,0.962,30,447,2
2880,36,3,1,1,3,3,25348,9,1.307,30,406,2
2881,23,5,2,1,1,2,15781,34,11.325,30,284,2
2882,91,8,0,0,2,0,78588,44,1.287,120,385,3
2883,77,4,0,0,2,1,48119,4,0.642,50,503,0
2884,66,0,0,2,3,1,51712,1,1.072,30,65,0
